url,id
https://hotel.meituan.com/190704844/,190704844
https://hotel.meituan.com/672253/,672253
https://hotel.meituan.com/195860053/,195860053
https://hotel.meituan.com/157242092/,157242092
https://hotel.meituan.com/573009/,573009
https://hotel.meituan.com/2438685/,2438685
https://hotel.meituan.com/665120/,665120
https://hotel.meituan.com/188031269/,188031269
https://hotel.meituan.com/169958689/,169958689
https://hotel.meituan.com/83511494/,83511494
https://hotel.meituan.com/163529562/,163529562
https://hotel.meituan.com/162890879/,162890879
https://hotel.meituan.com/160541278/,160541278
https://hotel.meituan.com/1157145/,1157145
https://hotel.meituan.com/2459939/,2459939
https://hotel.meituan.com/5241761/,5241761
https://hotel.meituan.com/50885408/,50885408
https://hotel.meituan.com/99385818/,99385818
https://hotel.meituan.com/110924648/,110924648
https://hotel.meituan.com/1163979/,1163979
https://hotel.meituan.com/156658051/,156658051
https://hotel.meituan.com/67700087/,67700087
https://hotel.meituan.com/1565344/,1565344
https://hotel.meituan.com/191719233/,191719233
https://hotel.meituan.com/175319278/,175319278
https://hotel.meituan.com/1443090/,1443090
https://hotel.meituan.com/193969700/,193969700
https://hotel.meituan.com/2533549/,2533549
https://hotel.meituan.com/30518/,30518
https://hotel.meituan.com/665558/,665558
https://hotel.meituan.com/1515355/,1515355
https://hotel.meituan.com/192641640/,192641640
https://hotel.meituan.com/50521755/,50521755
https://hotel.meituan.com/101059165/,101059165
https://hotel.meituan.com/191288349/,191288349
https://hotel.meituan.com/81101328/,81101328
https://hotel.meituan.com/42517250/,42517250
https://hotel.meituan.com/1172325/,1172325
https://hotel.meituan.com/1497971/,1497971
https://hotel.meituan.com/1543167/,1543167
https://hotel.meituan.com/2466660/,2466660
https://hotel.meituan.com/2526511/,2526511
https://hotel.meituan.com/192300995/,192300995
https://hotel.meituan.com/5789439/,5789439
https://hotel.meituan.com/88392915/,88392915
https://hotel.meituan.com/2400904/,2400904
https://hotel.meituan.com/40987833/,40987833
https://hotel.meituan.com/175328208/,175328208
https://hotel.meituan.com/674065/,674065
https://hotel.meituan.com/2488415/,2488415
https://hotel.meituan.com/164014775/,164014775
https://hotel.meituan.com/1172309/,1172309
https://hotel.meituan.com/4670514/,4670514
https://hotel.meituan.com/52130026/,52130026
https://hotel.meituan.com/175335854/,175335854
https://hotel.meituan.com/112676175/,112676175
https://hotel.meituan.com/169147898/,169147898
https://hotel.meituan.com/187314975/,187314975
https://hotel.meituan.com/682839/,682839
https://hotel.meituan.com/5925216/,5925216
https://hotel.meituan.com/2364573/,2364573
https://hotel.meituan.com/92289363/,92289363
https://hotel.meituan.com/1161331/,1161331
https://hotel.meituan.com/6792202/,6792202
https://hotel.meituan.com/41032217/,41032217
https://hotel.meituan.com/41419509/,41419509
https://hotel.meituan.com/156641201/,156641201
https://hotel.meituan.com/1099092/,1099092
https://hotel.meituan.com/5587812/,5587812
https://hotel.meituan.com/1485570/,1485570
https://hotel.meituan.com/164980877/,164980877
https://hotel.meituan.com/2367600/,2367600
https://hotel.meituan.com/97345716/,97345716
https://hotel.meituan.com/96907664/,96907664
https://hotel.meituan.com/1052477/,1052477
https://hotel.meituan.com/151068547/,151068547
https://hotel.meituan.com/71484152/,71484152
https://hotel.meituan.com/667543/,667543
https://hotel.meituan.com/116014495/,116014495
https://hotel.meituan.com/165826792/,165826792
https://hotel.meituan.com/6414934/,6414934
https://hotel.meituan.com/175346464/,175346464
https://hotel.meituan.com/1485538/,1485538
https://hotel.meituan.com/63381583/,63381583
https://hotel.meituan.com/668618/,668618
https://hotel.meituan.com/6697273/,6697273
https://hotel.meituan.com/41407215/,41407215
https://hotel.meituan.com/107188856/,107188856
https://hotel.meituan.com/3312222/,3312222
https://hotel.meituan.com/96347599/,96347599
https://hotel.meituan.com/96945533/,96945533
https://hotel.meituan.com/165060928/,165060928
https://hotel.meituan.com/666191/,666191
https://hotel.meituan.com/1524252/,1524252
https://hotel.meituan.com/52781865/,52781865
https://hotel.meituan.com/1518983/,1518983
https://hotel.meituan.com/1110669/,1110669
https://hotel.meituan.com/2460892/,2460892
https://hotel.meituan.com/2574080/,2574080
https://hotel.meituan.com/4367483/,4367483
https://hotel.meituan.com/182470426/,182470426
https://hotel.meituan.com/2444309/,2444309
https://hotel.meituan.com/6113911/,6113911
https://hotel.meituan.com/164725315/,164725315
https://hotel.meituan.com/190419068/,190419068
https://hotel.meituan.com/2444317/,2444317
https://hotel.meituan.com/190436369/,190436369
https://hotel.meituan.com/658627/,658627
https://hotel.meituan.com/2514652/,2514652
https://hotel.meituan.com/2538059/,2538059
https://hotel.meituan.com/2444315/,2444315
https://hotel.meituan.com/669438/,669438
https://hotel.meituan.com/5298018/,5298018
https://hotel.meituan.com/4338253/,4338253
https://hotel.meituan.com/80516933/,80516933
https://hotel.meituan.com/163004713/,163004713
https://hotel.meituan.com/664990/,664990
https://hotel.meituan.com/2417348/,2417348
https://hotel.meituan.com/185022020/,185022020
https://hotel.meituan.com/2444386/,2444386
https://hotel.meituan.com/162340367/,162340367
https://hotel.meituan.com/666992/,666992
https://hotel.meituan.com/1172313/,1172313
https://hotel.meituan.com/2444393/,2444393
https://hotel.meituan.com/1542688/,1542688
https://hotel.meituan.com/1525573/,1525573
https://hotel.meituan.com/5314441/,5314441
https://hotel.meituan.com/682533/,682533
https://hotel.meituan.com/40668694/,40668694
https://hotel.meituan.com/667383/,667383
